"Package","LinkedPackage"
"GLMMarp","kinship"
"GLMMarp","panel"
"GLMMarp","bayesSurv"
"glmmBUGS","MASS"
"glmmBUGS","abind"
"glmnet","Matrix"
"glmpath","survival"
"glmpath","R (>= 2.0)"
"glmulti","R (>= 2.5.0)"
"glmulti","rJava (>= 0.5-0)"
"glmulti","methods"
"gmaps","maps"
"gmaps","grid"
"gmm","R (>= 2.0.0)"
"gmm","sandwich"
"gmodels","R (>= 1.9.0)"
"gmp","R (>= 2.0.0)"
"gmvalid","R (>= 2.10.0)"
"gmvalid","grid"
"gmvalid","CoCo (>= 0.1.7.6)"
"gmvalid","epitools"
"gnm","R (>= 2.3.0)"
"gnumeric","R (>= 2.8.1)"
"gnumeric","XML"
"goalprog","R (>= 2.0.1)"
"goalprog","lpSolve"
"gof","R (>= 2.5)"
"gof","survival"
"GOFSN","R(>= 2.7.0)"
"GOFSN","sn"
"gogarch","R (>= 2.7.0)"
"gogarch","methods"
"gogarch","stats"
"gogarch","graphics"
"gogarch","fGarch"
"gogarch","fastICA"
"GOSim","R (>= 2.7.0)"
"GOSim","GO.db (>= 2.2.0)"
"GOSim","AnnotationDbi"
"GOSim","annotate"
"GOSim","topGO"
"GOSim","cluster (>= 1.11.7)"
"GOSim","flexmix"
"GOSim","RBGL"
"GOSim","graph"
"GOSim","Matrix"
"GOSim","corpcor"
"GOSim","org.Hs.eg.db"
"GPArotation","R (>= 2.0.0)"
"gpclib","R (>= 2.9.0)"
"gpclib","methods"
"gplots","gtools"
"gplots","gdata"
"gplots","stats"
"gplots","caTools"
"gplots","grid"
"GPseq","R (>= 2.10.1)"
"gputools","R (>= 2.8.0)"
"grade","R (>= 2.4.1)"
"gRain","R (>= 2.1.0)"
"gRain","methods"
"gRain","gRbase"
"gRain","graph"
"gRain","RBGL"
"granova","R (>= 2.5.0)"
"granova","car"
"graph","R (>= 2.6.0)"
"graph","methods"
"gRapHD","R (>= 2.9.0)"
"gRapHD","methods"
"graphicsQC","XML"
"GRASS","R (>= 2.2.0)"
"GrassmannOptim","Matrix"
"gRbase","R (>= 2.7.0)"
"gRbase","MASS"
"gRbase","graph"
"gRbase","RBGL"
"gRc","MASS"
"gRc","gRbase"
"gRc","graph"
"gregmisc","gdata"
"gregmisc","gmodels"
"gregmisc","gplots"
"gregmisc","gtools"
"gridBase","R (>= 2.3.0)"
"gridBase","graphics"
"gridBase","grid"
"gridExtra","R(>= 1.8.0)"
"gridExtra","grid"
"GridR","codetools"
"grImport","R (>= 2.3.0)"
"grImport","methods"
"grImport","grid"
"grImport","XML"
"grouped","R(>= 2.0.0)"
"grouped","MASS"
"grplasso","methods"
"GRRGI","nlme"
"GRRGI","lme4"
"GRRGI","arm"
"GRRGI","car"
"grt","R (>= 2.10.1)"
"grt","grDevices"
"grt","graphics"
"grt","stats"
"grt","utils"
"grt","MASS"
"grt","rgl"
"grt","misc3d"
"gsarima","R (>= 2.4.0)"
"gsc","ofp"
"gsDesign","ggplot2"
"GSM","gtools"
"GSM","methods"
"GSM","utils"
"gss","R (>= 1.7.0)"
"gstat","R (>= 2.0.0)"
"gstat","methods"
"gstat","sp (>= 0.9-51)"
"gsubfn","R (>= 2.5.0)"
"gsubfn","proto"
"Guerry","sp"
"Guerry","shapefiles"
"gumbel","R (>= 2.6.0)"
"gvlma","R (>= 2.1.1)"
"GWAF","gee"
"GWAF","kinship"
"gWidgets","methods"
"gWidgets","utils"
"gWidgetsRGtk2","methods"
"gWidgetsRGtk2","gWidgets(>= 0.0.41)"
"gWidgetsrJava","R (>= 2.10.0)"
"gWidgetsrJava","methods"
"gWidgetsrJava","gWidgets(>= 0.0.39)"
"gWidgetsrJava","rJava(>= 0.8-2)"
"gWidgetstcltk","methods"
"gWidgetstcltk","gWidgets(>= 0.0.41)"
"gWidgetstcltk","tcltk(>= 2.7.0)"
"gWidgetstcltk","digest"
"gWidgetsWWW","R (>= 2.11.0)"
"gWidgetsWWW","methods"
"gWidgetsWWW","proto"
"gWidgetsWWW","filehash"
"gWidgetsWWW","digest"
"gWidgetsWWW","rjson"
"GWRM","R (>= 2.6.0)"
"haarfisz","R (>= 2.0)"
"haarfisz","wavethresh"
"hacks","R (>= 1.8.0)"
"HadoopStreaming","getopt"
"hapassoc","R (>= 2.6.0)"
"hapassoc","stats"
"HapEstXXR","survival"
"Haplin","MASS"
"Haplin","mgcv"
"haplo.ccs","R (>= 2.0.1)"
"haplo.ccs","haplo.stats"
"haplo.ccs","survival"
"haplo.stats","R (>= 2.7.0)"
"HaploSim","methods"
"HaploSim","utils"
"HaploSim","R (>= 2.6.0)"
"hapsim","MASS"
"HardyWeinberg","R (>= 1.8.0)"
"HardyWeinberg","graphics"
"HardyWeinberg","stats"
"hash","R (>= 2.10.0)"
"hash","methods"
"hash","utils"
"hbim","R (>= 2.5.0)"
"hbim","stats"
"hbim","mvtnorm"
"hbmem","R (>= 1.8.0)"
"hbmem","methods"
"HDclassif","graphics"
"HDclassif","stats"
"HDclassif","MASS"
"hddplot","MASS"
"hdeco","R(>= 2.0.1)"
"HDMD","psych"
"HDMD","MASS"
"HDMD","base"
"hdrcde","R (>= 2.0)"
"hdrcde","locfit"
"hdrcde","ash"
"hdrcde","ks"
"hdrcde","KernSmooth"
"helloJavaWorld","R (>= 2.7.0)"
"helloJavaWorld","rJava (>= 0.5-0)"
"heplots","car"
"heplots","graphics"
"heplots","stats"
"hergm","ergm"
"hergm","gtools"
"hergm","snow"
"hett","R (>= 2.0.0)"
"hett","MASS"
"hexbin","R (>= 2.0.1)"
"hexbin","methods"
"hexbin","stats"
"hexbin","grid"
"hexbin","lattice"
"hexView","R (>= 1.8.0)"
"HFWutils","R (>= 2.0.0)"
"HFWutils","debug"
"HFWutils","grDevices"
"HFWutils","methods"
"HFWutils","R.oo"
"hgam","grplasso"
"hgam","splines"
"hgam","lattice"
"hgam","rgl"
"HGLMMM","R (>= 2.9.0)"
"HGLMMM","Matrix"
"HGLMMM","numDeriv"
"HGLMMM","methods"
"HGLMMM","lattice"
"HH","R (>= 2.5.0)"
"HH","lattice"
"HH","stats"
"HH","grid"
"HH","multcomp (>= 1.1-2)"
"HH","mvtnorm"
"HH","methods"
"HH","leaps"
"HI","R (>= 1.7.0)"
"hier.part","gtools"
"highlight","R (>= 2.11.0)"
"highlight","tools"
"highlight","codetools"
"highlight","utils"
"highlight","parser (>= 0.0-10)"
"highlight","Rcpp (>= 0.8.5)"
"hlr","MASS"
"Hmisc","R (>= 2.4.0)"
"Hmisc","methods"
"Hmisc","survival"
"HMM","R (>= 2.0.0)"
"hmm.discnp","R (>= 0.99)"
"homals","rgl"
"homals","ape"
"homals","scatterplot3d"
"homtest","stats"
"hopach","R (>= 2.11.0)"
"hopach","cluster"
"hopach","Biobase"
"hopach","methods"
"hotspots","lattice"
"hotspots","robustbase"
"HSAUR","R (>= 2.2.0)"
"HSAUR","lattice"
"HSAUR","MASS"
"HSAUR","scatterplot3d (>= 0.3-23)"
"HSAUR2","R (>= 2.2.0)"
"HSAUR2","lattice"
"HSAUR2","MASS"
"HSAUR2","scatterplot3d (>= 0.3-23)"
"hsmm","R (>= 2.0.0)"
"HTMLUtils","R2HTML"
"hts","forecast"
"hts","SparseM"
"hwde","R (>= 2.0)"
"HWEBayes","MCMCpack"
"HWEBayes","mvtnorm"
"HWEintrinsic","methods"
"HWEintrinsic","utils"
"hwriter","R (>= 2.4.0)"
"hybridHclust","cluster"
"HybridMC","utils"
"HybridMC","coda"
"HydroMe","nlme"
"hydrosanity","R (>= 2.5.0)"
"hydrosanity","playwith (>= 0.8.24)"
"hydrosanity","lattice (>= 0.16)"
"HyperbolicDist","R (>= 2.3.0)"
"hyperdirichlet","R (>= 2.7.0)"
"hyperdirichlet","methods"
"hyperdirichlet","aylmer"
"hyperdirichlet","abind"
"hyperdirichlet","mvtnorm"
"hypergeo","R (>= 2.6.0)"
"hypergeo","contfrac"
"hypergeo","elliptic"
"hyperSpec","methods"
"hyperSpec","utils"
"hyperSpec","lattice"
"ibdreg","R (>= 2.6.1)"
"ibr","fields"
"IBrokers","xts"
"iBUGS","R2WinBUGS"
"iBUGS","gWidgetsRGtk2"
"ic.infer","R(>= 2.5.0)"
"ic.infer","quadprog"
"ic.infer","mvtnorm"
"ic.infer","boot"
"ic.infer","kappalab"
"ic50","tcltk"
"ICE","R (>= 2.0.1)"
"ICE","KernSmooth"
"ICEinfer","R (>= 2.5.0)"
"ICEinfer","lattice"
"Icens","survival"
"iCluster","R (>= 2.9.0)"
"ICS","R (>= 2.5.0)"
"ICS","methods"
"ICS","mvtnorm"
"ICS","survey"
"ICSNP","R (>= 2.4.0)"
"ICSNP","mvtnorm"
"ICSNP","ICS"
"identity","R (>= 2.0.0)"
"IDPmisc","R(>= 2.8)"
"IDPmisc","methods"
"IDPmisc","grid(>= 2.1.1)"
"IDPmisc","lattice(>= 0.12-3)"
"IFP","R (>= 2.7.0)"
"IFP","haplo.stats"
"ifultools","R (>= 2.5.1)"
"ifultools","splus2R (>= 1.0-2)"
"iGenomicViewer","sendplot(>= 3.8.0)"
"igraph","stats"
"igraphtosonia","igraph"
"iid.test","clim.pact"
"iid.test","R (>= 2.1.1)"
"Imap","R (>= 2.10.0)"
"imprProbEst","R(>= 2.7.0)"
"imprProbEst","inline"
"imprProbEst","lpSolve"
"impute","R (>= 1.7.0)"
"ineq","R (>= 2.1.0)"
"ineq","stats"
"ineq","graphics"
"ineq","grDevices"
"influence.ME","lme4"
"influence.ME","lattice"
"IniStatR","R (>= 2.8.0)"
"inline","R (>= 2.4.0)"
"inline","methods"
"inlinedocs","methods"
"intamap","R (>= 2.5.0)"
"intamap","sp (>= 0.9-0)"
"intamap","gstat (>= 0.9-36)"
"intamap","rgdal (>=
0.5.2)"
"intamap","akima"
"intamap","automap"
"intamap","mvtnorm"
"intamap","MASS"
"intamap","evd"
"intamap","lattice"
"intamapInteractive","spcosa"
"intamapInteractive","spatstat"
"intamapInteractive","intamap"
"intcox","R (>= 1.7.0)"
"intcox","survival"
"integrativeME","mclust"
"integrativeME","mixOmics"
"integrativeME","randomForest"
"interval","R (>= 2.2.1)"
"interval","stats"
"interval","survival"
"interval","perm (>= 1.0)"
"interval","Icens"
"interval","MLEcens"
"intervals","R (>= 2.9.0)"
"intervals","methods"
"introgress","nnet"
"introgress","genetics"
"introgress","RColorBrewer"
"iplots","R (>= 1.5.0)"
"iplots","methods"
"iplots","rJava (>= 0.5-0)"
"ipred","rpart (>= 3.1-8)"
"ipred","MASS"
"ipred","mlbench"
"ipred","survival"
"ipred","nnet"
"ipred","class"
"ipw","R (>= 2.0.0)"
"ipw","boot"
"ipw","geepack"
"ipw","MASS"
"ipw","nlme"
"ipw","nnet"
"ipw","survey"
"ipw","survival"
"IQCC","qcc"
"IQCC","MASS"
"IQCC","micEcon"
"irr","lpSolve"
"irtoys","sm"
"irtoys","ltm"
"irtProb","R (>= 2.0.0)"
"irtProb","lattice"
"irtProb","methods"
"irtProb","stats"
"irtProb","moments"
"ISA","R (>= 2.4.1)"
"ISA","stats"
"ISA","utils"
"ISA","tools"
"isa2","methods"
"ismev","R (>= 1.5.0)"
"Iso","R (>= 1.7.0)"
"ISOcodes","R (>= 2.5.0)"
"IsoGene","tcltk"
"IsoGene","Iso"
"IsoGene","affy"
"IsoGene","ff(>= 2.0.0)"
"isopam","R (>= 2.7.0)"
"isopam","cluster"
"isopam","vegan"
"isva","qvalue"
"isva","fastICA"
"ISwR","R (>= 2.6.0)"
"iterators","R (>= 2.5.0)"
"iterators","utils"
"itertools","R (>= 2.5.0)"
"itertools","iterators(>= 1.0.0)"
"its","R (>= 2.0.0)"
"its","methods"
"its","stats"
"its","Hmisc"
"ivivc","R (>= 2.9.2)"
"ivivc","stats4"
"ivivc","rgenoud"
"ivivc","odesolve"
"ivivc","reshape"
"ivivc","sciplot"
"JavaGD","R (>= 2.4.0)"
"JGR","R (>= 2.10)"
"JGR","rJava (>= 0.8)"
"JGR","JavaGD (>= 0.5)"
"JGR","iplots (>= 1.1)"
"JJcorr","fCopulae"
"JJcorr","mvtnorm"
"JM","R (>= 2.9.0)"
"JM","MASS"
"JM","nlme"
"JM","splines"
"JM","survival"
"JointModeling","R (>= 1.8.0)"
"JointModeling","mgcv"
"JOP","Rsolnp"
"JOP","rgenoud"
"JOP","stats"
"JudgeIt","R (>= 2.4)"
"kappalab","R(>= 2.1.0)"
"kappalab","methods"
"kappalab","lpSolve"
"kappalab","quadprog"
"kappalab","kernlab"
"Kendall","R (>= 2.1.0)"
"kerfdr","R (>= 2.6.0)"
"kernelPop","ape"
"kernelPop","ade4"
"kernelPop","MASS"
"kernlab","R (>= 2.1.0)"
"kernlab","methods"
"KernSmooth","R (>= 2.5.0)"
"KernSmooth","stats"
"KFAS","R (>= 2.8.0)"
"kin.cohort","survival"
"kinship","methods"
"kinship","survival"
"kinship","nlme"
"kinship","lattice"
"kinship","R (>= 2.8.0)"
"kknn","R(>= 2.0.0)"
"klaR","R (>= 2.0.0)"
"klaR","MASS"
"klin","R (>= 2.0.0)"
"klin","Matrix (>= 0.9975-8)"
"km.ci","R (>= 1.8.0)"
"km.ci","survival"
"km.ci","stats"
"kmi","survival"
"kmi","mitools"
"kml","methods"
"kml","longitudinalData"
"kml","clv"
"kml3d","methods"
"kml3d","clv"
"kml3d","rgl"
"kml3d","misc3d"
"KMsurv","survival"
"knnflex","R (>= 2.4.0)"
"knorm","R (>= 2.4.0)"
"knorm","MASS"
"kohonen","class"
"ks","R (>= 1.4.0)"
"ks","KernSmooth"
"ks","mvtnorm"
"kst","R (>= 2.7.0)"
"kst","proxy"
"kst","relations (>= 0.4-0)"
"kst","sets (>= 0.3-2)"
"kzft","polynom"
"kzs","R (>= 2.8.0)"
"kzs","graphics"
"kzs","lattice"
"kzs","stats"
"labdsv","mgcv"
"labdsv","MASS"
"labeltodendro","R (>= 2.8.1)"
"laeken","boot"
"laeken","MASS"
"LambertW","moments"
"LambertW","gsl"
"LambertW","MASS"
"LambertW","nortest"
"lancet.iraqmortality","foreign"
"languageR","R(>= 2.9.1)"
"languageR","methods"
"languageR","lattice"
"languageR","zipfR"
"languageR","Matrix"
"languageR","lme4 (>=
0.999375-31)"
"laser","R(>= 2.6)"
"laser","ape"
"laser","geiger"
"lasso2","R (>= 2.6.0)"
"latentnet","network"
"latentnet","shapes"
"latentnet","abind"
"latentnet","tools"
"lattice","R (>= 2.11.0)"
"latticedl","plyr"
"latticedl","lattice"
"latticedl","grid"
"latticeExtra","R (>= 2.10.0)"
"latticeExtra","RColorBrewer"
"latticeExtra","lattice"
"latticist","lattice (>= 0.16-3)"
"latticist","latticeExtra (>= 0.5-4)"
"latticist","vcd"
"lavaan","R (>= 2.10.1)"
"lavaan","methods"
"lawstat","R (>= 2.6.0)"
"lawstat","grDevices"
"lawstat","stats"
"lawstat","mvtnorm"
"lawstat","VGAM"
"lcd","R(>= 2.6.2)"
"lcd","igraph"
"lcd","methods"
"lcda","R (>= 2.6.0)"
"lcda","poLCA"
"lcmm","R (>= 2.9.0)"
"lda.cv","R (>= 2.1.0)"
"lda.cv","tcltk"
"lda.cv","MASS"
"ldbounds","lattice"
"LDdiag","MASS"
"LDheatmap","R (>= 2.0.0)"
"LDheatmap","grid"
"leiv","R (>= 2.9.0)"
"leiv","methods"
"leiv","stats"
"lga","R (>= 2.2.1)"
"lgtdl","R(>= 1.2)"
"lhs","R (>= 2.0.1)"
"LIM","R (>= 2.01)"
"LIM","limSolve"
"LIM","diagram"
"limitplot","R (>= 2.9.0)"
"limSolve","R (>= 2.01)"
"limSolve","quadprog"
"limSolve","lpSolve"
"limSolve","MASS"
"linprog","R (>= 2.4.0)"
"linprog","lpSolve"
"list","R (>= 2.10.0)"
"list","utils"
"list","VGAM (>= 0.8-1)"
"list","magic (>= 1.4-6)"
"list","gamlss.dist (>= 4.0-0)"
"LLAhclust","R(>= 2.1.0)"
"LLdecomp","randomForest"
"LLdecomp","igraph"
"LLdecomp","gRain"
"lme4","methods"
"lme4","R(>= 2.9.2)"
"lme4","Matrix(>= 0.999375-31)"
"lme4","lattice"
"lmec","mvtnorm"
"lmeSplines","nlme(>= 3.1-29)"
"LMGene","R (>= 2.10.0)"
"LMGene","Biobase (>= 2.5.5)"
"LMGene","multtest"
"LMGene","survival"
"LMGene","affy"
"lmm","R (>= 2.0.0)"
"lmomco","R (>= 2.7.0)"
"lmomco","utils"
"lmomRFA","lmom"
"lmtest","R (>= 2.1.0)"
"lmtest","stats"
"lmtest","zoo"
"localdepth","circular"
"locfit","R (>= 2.0.1)"
"locfit","akima"
"locfit","lattice"
"locpol","R (>= 2.5.0)"
"lodplot","R (>= 0.99)"
"lodplot","grid"
"lodplot","graphics"
"lodplot","stats"
"log10","R (>= 1.8.0)"
"LogConcDEAD","R (>= 2.3)"
"LogConcDEAD","MASS"
"LogConcDEAD","geometry"
"logging","R (>= 2.9.2)"
"LogicForest","LogicReg"
"LogicForest","CircStats"
"LogicForest","gtools"
"LogicForest","plotrix"
"LogicReg","survival"
"logistf","R (>= 2.9.2)"
"logistf","MASS"
"loglognorm","R (>= 2.7.0)"
"longitudinal","R (>= 2.7.0)"
"longitudinal","corpcor (>= 1.5.3)"
"longitudinalData","methods"
"longitudinalData","clv"
"longmemo","R (>= 2.0.0)"
"longRPart","nlme"
"longRPart","rpart"
"LoopAnalyst","R (>= 1.8.0)"
"LoopAnalyst","nlme"
"lordif","R (>= 2.7.0)"
"lordif","MASS"
"lordif","msm"
"lordif","mvtnorm"
"lordif","polycor"
"lordif","sfsmisc"
"lordif","ltm"
"lordif","Hmisc"
"lordif","Design"
"lossDev","R (>= 2.11.1)"
"lossDev","methods"
"lossDev","rjags (>= 2.1.0-5)"
"lossDev","filehash"
"lossDev","logspline"
"lossDev","utils"
"lpridge","stats"
"lpridge","R (>= 2.0.0)"
"lpSolveAPI","R (>= 2.10.0)"
"LS2W","R (>= 2.0)"
"LS2W","wavethresh (>= 4.5)"
"lsa","Snowball"
"lsa","RWeka"
"lspls","pls"
"lss","R(>= 2.1.0)"
"lss","quantreg"
"ltm","R (>= 2.9.0)"
"ltm","MASS"
"ltm","msm"
"ltm","mvtnorm"
"ltm","polycor"
"ltsa","R (>= 2.1.0)"
"lubridate","R (>= 2.8)"
"lubridate","plyr"
"lubridate","stringr"
"luca","R (>= 2.0.0)"
"luca","survival"
"luca","genetics"
"maanova","R (>= 2.7.0)"
"MAc","R (>= 2.10.1)"
"MAclinical","R (>= 2.4.1)"
"MAclinical","party"
"MAclinical","plsgenomics"
"MAclinical","st"
"MAclinical","e1071"
"MAd","R (>= 2.10.1)"
"MADAM","R (>= 2.9)"
"MADAM","Biobase (>= 2.4)"
"MADAM","snow"
"MADAM","qvalue"
"MADAM","RankProd"
"MADAM","RColorBrewer"
"MADAM","GeneMeta"
"MADAM","gplots"
"MADAM","genefilter"
"MADAM","impute"
"magic","R (>= 2.4.0)"
"magic","abind"
"magma","R (>= 2.10.0)"
"magma","methods"
"magnets","R (>= 2.8.0)"
"magnets","rggobi"
"MAMA","R (>= 2.9.0)"
"MAMA","affy"
"MAMA","GeneMeta"
"MAMA","metaArray"
"MAMA","tspair"
"MAMA","xtable"
"MAMA","metaMA"
"MAMA","OrderedList"
"MAMA","gtools"
"MAMA","gplots"
"MAMA","multtest"
"MAMA","RankProd"
"MAMA","annaffy"
"MAMSE","R (>= 2.4.0)"
"mapdata","R (>= 2.9.0)"
"mapdata","maps (>= 2.0-7)"
"mapLD","R (>= 2.4.1)"
"mapLD","lattice"
"mapproj","maps"
"mapReduce","R (>= 2.6.0)"
"maps","R (>= 2.9.0)"
"maptools","R (>= 2.4)"
"maptools","foreign (>= 0.8)"
"maptools","sp (>= 0.9-47)"
"maptools","methods"
"maptools","lattice"
"maptree","R (>= 1.0)"
"maptree","cluster"
"maptree","rpart"
"mAr","MASS"
"mar1s","R (>= 2.8.1)"
"mar1s","cmrutils (>= 1.1-1)"
"mar1s","fda"
"marelac","R (>= 2.6)"
"marelac","shape"
"marelac","seacarb"
"marelacTeaching","R (>= 2.01)"
"marelacTeaching","marelac"
"marelacTeaching","deSolve"
"marelacTeaching","rootSolve"
"marelacTeaching","scatterplot3d"
"marg","R (>= 2.6.0)"
"marg","statmod"
"marg","survival"
"marginalmodelplots","R (>= 2.0.1)"
"marginalmodelplots","locfit (>= 1.5-4)"
"marginalmodelplots","grid"
"marginTree","e1071"
"MarkedPointProcess","R (>= 2.6.0)"
"MarkedPointProcess","RandomFields (>= 1.3.30)"
"MARSS","MASS"
"MARSS","mvtnorm"
"MARSS","nlme"
"MARSS","time"
"MASS","R (>= 2.10.1)"
"MASS","grDevices"
"MASS","graphics"
"MASS","stats"
"MASS","utils"
"MasterBayes","coda"
"MasterBayes","genetics"
"MasterBayes","gtools"
"MasterBayes","kinship"
"Matching","R (>= 2.6.0)"
"Matching","rgenoud (>= 2.12)"
"Matching","MASS (>= 7.2-1)"
"Matching","graphics"
"Matching","grDevices"
"Matching","stats"
"MatchIt","R (>= 2.7)"
"MatchIt","MASS"
"mathgraph","R (>= 2.1.1)"
"maticce","ouch"
"maticce","ape"
"matlab","R (>= 2.7)"
"matlab","methods"
"Matrix","R (>= 2.10.0)"
"Matrix","stats"
"Matrix","methods"
"Matrix","utils"
"Matrix","lattice"
"matrixcalc","R (>= 2.0.1)"
"MatrixModels","R (>= 2.10.1)"
"MatrixModels","stats"
"MatrixModels","utils"
"MatrixModels","methods"
"MatrixModels","Matrix (>= 0.999375-43)"
"matrixStats","R (>= 2.6.0)"
"matrixStats","methods"
"matrixStats","R.methodsS3"
"MaXact","R (>= 2.2.0)"
"MaXact","mnormt"
"maxLik","R (>= 2.4.0)"
"maxLik","miscTools (>= 0.6-5)"
"maxstat","R (>= 1.7.0)"
"maxstat","exactRankTests(>= 0.8-0)"
"maxstat","mvtnorm(>= 0.5-10)"
"maxstat","survival"
"MBA","R (>= 2.8.0)"
"MBA","sp"
"MBESS","R (>= 2.6.0)"
"mbmdr","R (>= 2.8.0)"
"mbmdr","logistf"
"mboost","R (>= 2.9.0)"
"mboost","methods"
"mboost","stats"
"mc2d","mvtnorm"
"MCAPS","R (>= 2.10.0)"
"MCAPS","stashR"
"mcclust","lpSolve"
"mcgibbsit","coda"
"MChtest","stats"
"mclogit","stats"
"mclogit","MASS"
"mclogit","memisc"
"mclogit","Matrix"
"mclust","R (>= 2.2.0)"
"mclust","stats"
"mclust","utils"
"mcmc","R (>= 2.6.0)"
"MCMCglmm","tensorA"
"MCMCglmm","Matrix"
"MCMCglmm","coda"
"MCMCglmm","ape"
"MCMCglmm","corpcor"
"MCMChybridGP","MASS"
"MCMCpack","R (>= 2.10.0)"
"MCMCpack","coda (>= 0.11-3)"
"MCMCpack","MASS"
"MCMCpack","stats"
"mcmcplots","coda"
"mco","R (>= 2.9.0)"
"Mcomp","R (>= 2.0.0)"
"Mcomp","graphics"
"Mcomp","stats"
"Mcomp","tseries"
"Mcomp","forecast"
"MCPAN","R (>= 2.6.0)"
"MCPAN","mvtnorm"
"MCPAN","multcomp"
"MCPMod","mvtnorm"
"MCPMod","lattice"
"MCPMod","R (>= 2.4.1)"
"mcsm","stats"
"mcsm","MASS"
"mcsm","coda"
"mda","R (>= 1.9.0)"
"mda","stats"
"mda","class"
"meboot","R (>= 2.0.0)"
"meboot","ConvergenceConcepts"
"meboot","dynlm"
"meboot","kinship"
"meboot","survival"
"meboot","splines"
"meboot","nlme"
"meboot","lattice"
"meboot","plm"
"meboot","zoo"
"mecdf","ofp (>= 0.4.0)"
"mediation","R (>= 2.7)"
"mediation","MASS"
"mediation","Matrix"
"meifly","reshape(>= 0.8.1)"
"meifly","leaps"
"meifly","MASS"
"memisc","lattice"
"memisc","grid"
"memisc","stats"
"memisc","methods"
"memisc","utils"
"memisc","MASS"
"MEMSS","R(>= 2.8.0)"
"MEMSS","lme4(>= 0.999375-25)"
"meta","R (>= 2.9.1)"
"meta","grid"
"MetabolAnalyze","mclust"
"MetabolAnalyze","mvtnorm"
"MetabolAnalyze","gtools"
"MetabolAnalyze","gplots"
"MetabolAnalyze","ellipse"
"MetabolAnalyze","grDevices"
"Metabonomic","tcltk"
"Metabonomic","tkrplot"
"Metabonomic","robustbase"
"Metabonomic","MASS"
"Metabonomic","gpls"
"Metabonomic","pls"
"Metabonomic","splines"
"Metabonomic","class"
"Metabonomic","nnet"
"Metabonomic","AMORE"
"Metabonomic","clusterSim"
"Metabonomic","hddplot"
"Metabonomic","scatterplot3d"
"Metabonomic","relimp"
"Metabonomic","Icens"
"Metabonomic","FTICRMS"
"Metabonomic","waved"
"Metabonomic","Matrix"
"Metabonomic","caTools"
"metacor","R (>= 2.8.0)"
"metacor","rmeta"
"metacor","gsl"
"metafor","R (>= 2.10.0)"
"metafor","stats"
"metafor","Formula"
"metafor","nlme"
"metaMA","R (>= 2.6)"
"metaMA","limma"
"metaMA","SMVar"
"MFDA","R (>= 2.1.0)"
"MFDA","gss"
"MFDA","mvtnorm"
"MFDF","R (>= 2.4.0)"
"MFDF","fda"
"MFDF","zoo"
"mFilter","R (>= 2.2.0)"
"mFilter","stats"
"mfp","survival"
"mgcv","R (>= 2.3.0)"
"mhsmm","mvtnorm"
"mhurdle","R (>= 1.8.0)"
"mhurdle","Formula"
"mhurdle","truncreg"
"mhurdle","maxLik"
"mi","methods"
"mi","MASS"
"mi","nnet"
"mi","car"
"mi","arm"
"mi","Matrix"
"mi","lme4"
"mi","R2WinBUGS"
"mi","abind"
"mice","R (>= 2.4.0)"
"mice","MASS"
"mice","nnet"
"micEcon","R (>= 2.4.0)"
"micEcon","np (>= 0.30-0)"
"micEcon","miscTools (>= 0.6-1)"
"micEconAids","R (>= 2.4.0)"
"micEconAids","systemfit (>= 1.0-0)"
"micEconAids","miscTools (>= 0.6-0)"
"micEconAids","lmtest"
"micEconAids","micEcon (>= 0.6-0)"
"micEconCES","R (>= 2.4.0)"
"micEconCES","systemfit (>= 1.0-0)"
"micEconCES","miscTools (>= 0.6-1)"
"micEconCES","micEcon (>= 0.6-1)"
"micEconCES","minpack.lm (>= 1.1-4)"
"micEconCES","DEoptim (>= 2.0-4)"
"micEconSNQP","R (>= 2.4.0)"
"micEconSNQP","systemfit (>= 1.0-0)"
"micEconSNQP","miscTools (>= 0.6-1)"
"micEconSNQP","micEcon (>= 0.6-1)"
"micEconSNQP","MASS"
"MIfuns","lattice"
"MIfuns","MASS"
"MIfuns","methods"
"MIfuns","reshape"
"migui","tcltk"
"migui","tkrplot"
"migui","mi (>= 0.9-06)"
"migui","foreign"
"mimR","methods"
"mimR","gRbase"
"mimR","graph"
"mimR","rcom"
"mimR","MASS"
"minet","infotheo"
"miniGUI","R (>= 2.5.0)"
"miniGUI","tcltk"
"minqa","Rcpp (>= 0.8.0)"
"minxent","R (>= 1.6.0)"
"mirf","R (>= 2.5.1)"
"mirf","haplo.stats"
"mirf","randomForest"
"MiscPsycho","statmod"
"missMDA","FactoMineR"
"mix","stats"
"mixAK","R (>= 2.0.0)"
"mixAK","colorspace"
"mixAK","lme4"
"mixAK","mnormt"
"mixAK","coda"
"mixdist","R (>= 1.4.0)"
"mixer","R (>= 2.5.0)"
"mixer","methods"
"mixlow","R (>= 2.5)"
"mixlow","nlme (>= 3.1.4)"
"mixOmics","igraph"
"mixOmics","rgl"
"mixPHM","survival"
"mixPHM","lattice"
"mixreg","R (>= 0.99)"
"MixSim","R (>= 2.4.0)"
"MixSim","MASS"
"mixsmsn","R (>= 1.9.0)"
"mixsmsn","mvtnorm (>= 0.9-9)"
"mixstock","coda"
"mixstock","plotrix"
"mixstock","abind"
"mixstock","lattice"
"mixtools","boot"
"mixtools","MASS"
"mixtools","R (>= 2.0.0)"
