"Package","User","Installed"
"NetCluster",6,0
"clusterGeneration",41,0
"seqinr",27,0
"RArcInfo",42,0
"sphet",58,0
"waveclock",9,0
"Rvmmin",48,0
"simPopulation",60,0
"BioStatR",62,0
"gamlss.tr",62,0
"shapes",62,0
"dae",37,0
"codep",46,0
"bbmle",49,0
"GWAF",3,0
"sna",5,1
"sp",25,1
"candisc",4,0
"ddesolve",42,0
"RPyGeo",31,0
"mice",55,0
"TSHRC",35,0
"doRedis",9,0
"GPseq",21,0
"condGEE",45,0
"varSelRF",19,0
"endogMNP",42,0
"MNM",43,0
"relaxo",5,1
"filehash",7,0
"MOCCA",8,0
"highlight",6,1
"IQCC",40,0
"deal",3,0
"ljr",49,0
"polspline",34,0
"TSA",40,0
"dice",54,0
"RSEIS",40,0
"gWidgetsWWW",11,0
"survcomp",63,0
"BLR",43,0
"distrTEst",58,0
"WWGbook",3,0
"dae",41,0
"miniGUI",61,0
"multinomRob",36,0
"GLDEX",33,0
"copas",27,0
"recommenderlab",50,0
"operator.tools",55,0
"R2wd",42,0
"qvcalc",27,0
"phybase",31,0
"drc",40,0
"GExMap",48,0
"equivalence",6,0
"apcluster",55,0
"doSNOW",64,0
"andrews",54,0
"spatialsegregation",36,0
"HSAUR",57,0
"sdcMicro",41,0
"spc",21,0
"FrF2",9,1
"dummies",37,0
"BARD",41,0
"treelet",60,0
"anchors",57,0
"automap",42,0
"CoCoGraph",56,0
"AMORE",35,0
"optmatch",9,0
"munfold",37,0
"sbgcop",14,0
"caMassClass",35,0
"WMCapacity",13,0
"geoRglm",46,0
"fuzzyOP",25,0
"timeDate",60,0
"fAsianOptions",35,0
"gmt",64,0
"gamlss",4,0
"fpca",49,0
"dagR",43,0
"wavethresh",36,0
"timeSeries",54,1
"fwdmsa",61,0
"binom",35,0
"SNPMaP",28,0
"SpatialEpi",13,0
"mokken",13,0
"TeachingSampling",9,0
"aqp",19,0
"qualV",46,0
"scout",14,0
"LDheatmap",49,0
"Epi",61,0
"oc",60,0
"tlnise",21,0
"QCA",3,0
"tsModel",47,0
"clim.pact",8,0
"quadprog",51,0
"simba",16,0
"nga",34,0
"rateratio.test",61,0
"RLMM",5,1
"IBrokers",35,0
"constrainedKriging",8,0
"RankAggreg",40,0
"SEL",46,0
"DAAGbio",26,0
"RCurl",61,0
"dynamicTreeCut",42,0
"psych",8,1
"SMC",33,0
"robustX",7,0
"PBSmodelling",47,0
"optmatch",8,0
"latticist",30,1
"p3state.msm",57,0
"randomLCA",55,0
"quantmod",42,0
"rankhazard",41,0
"ghyp",19,0
"FME",62,0
"HH",36,0
"HardyWeinberg",54,0
"pcurve",19,0
"FAMT",43,0
"regsubseq",42,0
"IFP",63,0
"polydect",65,0
"proto",7,1
"Rvmmin",21,0
"maxstat",54,0
"MVpower",41,0
"ic50",36,0
"CompetingRiskFrailty",14,0
"edrGraphicalTools",43,0
"packClassic",42,0
"SHIP",40,0
"similarityRichards",44,0
"doSNOW",55,0
"G1DBN",21,0
"lmec",40,0
"MAMA",36,0
"tseries",48,0
"penalizedSVM",54,0
"maxLik",3,0
"solaR",42,0
"deSolve",34,0
"ramps",15,0
"vowels",43,1
"rcdklibs",33,0
"mco",11,0
"openNLPmodels.en",43,0
"bvpSolve",11,0
"TSPostgreSQL",35,0
"genomatic",14,0
"uniCox",5,1
"orloca.es",51,0
"hdrcde",15,0
"lmeSplines",56,0
"glmnet",15,1
"chemometrics",25,0
"Rniftilib",57,0
"samr",57,0
"twopartqtl",25,0
"rrv",14,0
"RCurl",11,0
"skmeans",26,0
"MiscPsycho",27,0
"equivalence",3,0
"Hmisc",41,1
"CDNmoney",60,0
"oc",48,0
"uniCox",8,0
"depmixS4",64,0
"svcm",61,0
"stepPlr",3,0
"abind",19,1
"WDI",64,0
"dynamicGraph",59,0
"snow",59,0
"lawstat",57,0
"GLDEX",31,0
"hett",5,1
"fGarch",23,0
"VIF",35,0
"mc2d",19,0
"lawstat",15,0
"arm",30,0
"KFAS",29,0
"bvls",56,0
"qcc",54,1
"EQL",34,0
"EMT",43,0
"mgcv",49,1
"DCGL",13,0
"homals",43,0
"TWIX",40,0
"DeducerPlugInExample",14,0
"normwhn.test",11,0
"evd",33,0
"bio.infer",46,0
"SQN",25,0
"LiblineaR",33,0
"RCurl",28,0
"Zelig",23,1
"MFDF",56,0
"synchronicity",3,0
"Rmpfr",6,0
"rjson",60,0
"sapa",40,0
"trip",3,0
"intamap",11,0
"SOAR",33,0
"corrperm",59,0
"plan",33,0
"LS2W",36,0
"WilcoxCV",35,0
"polyapost",3,0
"surveillance",1,0
"compositions",62,0
"FBN",19,0
"CompetingRiskFrailty",51,0
"digest",43,1
"FitAR",3,0
"LS2W",35,0
"hlr",16,0
"BAMD",37,0
"DeducerPlugInExample",27,0
"RArcInfo",7,0
"parser",19,0
"sparcl",35,0
"class",23,1
"crmn",5,1
"hydrogeo",6,0
"JavaGD",59,0
"CircNNTSR",42,0
"SIN",56,0
"sifds",21,0
"stoichcalc",60,0
"DAAGxtras",1,0
"predbayescor",44,0
"HSAUR2",56,0
"unmarked",51,0
"SRPM",3,0
"compare",19,0
"Rsymphony",47,0
"sisus",49,0
"regsubseq",50,0
"signal",16,0
"mvngGrAd",57,0
"bootspecdens",62,0
"AICcmodavg",37,0
"wmtsa",25,0
"phylobase",45,0
"evd",64,0
"CAVIAR",1,0
"rmeta",29,0
"POT",33,0
"quantreg",19,1
"spc",30,0
"neuralnet",41,0
"logging",28,0
"plyr",30,1
"forecast",50,1
"HadoopStreaming",21,0
"oro.dicom",9,0
"DCluster",34,0
"glmdm",28,0
"MMIX",30,0
"ouch",26,0
"tmvtnorm",3,0
"permtest",35,0
"DAAG",35,1
"brainwaver",26,0
"phitest",51,0
"audio",34,0
"MLCM",59,0
"VHDClassification",48,0
"compoisson",46,0
"ROptRegTS",35,0
"stockPortfolio",7,0
"RcmdrPlugin.qcc",9,1
"amei",19,0
"mitools",19,1
"condGEE",62,0
"minqa",27,0
"catnet",13,0
"energy",30,0
"fuzzyOP",8,0
"kernelPop",65,0
"clinfun",28,0
"geozoo",3,0
"season",50,0
"censReg",31,0
"BayHaz",40,0
"miscTools",57,1
"tlnise",46,0
"GAMBoost",25,0
"BoSSA",63,0
"edtdbg",29,0
"nbpMatching",56,0
"SDisc",49,0
"wavethresh",57,0
"nsRFA",59,0
"corrperm",23,0
"gbs",8,0
"splinesurv",55,0
"sp",1,0
"unbalhaar",31,0
"betareg",59,0
"multmod",28,0
"CHsharp",21,0
"network",23,1
"tkrgl",11,0
"BioIDMapper",50,0
"distr",30,0
"bigmemory",30,1
"geophys",6,0
"LDtests",48,0
"quadprog",23,1
"CVThresh",31,0
"TreeSim",54,0
"ncomplete",51,0
"RNCBI",11,0
"fExoticOptions",5,1
"dicionariosIBGE",59,0
"refund",13,0
"pamm",7,0
"FBN",48,0
"ALS",19,0
"hlr",28,0
"descr",16,0
"drc",64,0
"neldermead",13,0
"gibbs.met",29,0
"venneuler",36,0
"tlnise",64,0
"maxstat",55,0
"SHARE",15,0
"rrv",30,0
"lodplot",34,0
"xlsReadWrite",16,0
"rgenoud",44,1
"svIDE",26,0
"clinfun",58,0
"Rcapture",11,0
"qualV",11,0
"adephylo",30,0
"gsDesign",64,0
"logregperm",63,0
"smoothSurv",25,0
"HI",28,0
"polspline",1,0
"oro.nifti",44,0
"pegas",15,0
"fEcofin",36,1
"normwhn.test",25,0
"openNLP",4,0
"mvpart",29,0
"MCPMod",14,0
"cheb",6,0
"OrdMonReg",62,0
"mlbench",3,1
"MLCM",54,0
"bio.infer",45,0
"statnet",23,1
"FGN",63,0
"polynom",65,0
"rstream",63,0
"JOP",23,0
"flexclust",58,0
"modeltools",5,1
"fds",26,0
"GPArotation",62,0
"PHYLOGR",54,0
"formula.tools",16,0
"arrayImpute",6,0
"TreeSim",1,0
"HadoopStreaming",35,0
"rpanel",40,0
"Cprob",63,0
"stoichcalc",63,0
"meifly",50,0
"hot",65,0
"Rsundials",3,0
"LiblineaR",9,0
"gRain",64,0
"cusp",14,0
"PET",44,0
"sensitivityPStrat",3,0
"Devore5",48,0
"ccgarch",64,0
"mseq",29,0
"el.convex",33,0
"hwriter",16,0
"secr",23,0
"PKtools",33,0
"snpXpert",9,0
"blockrand",14,0
"assist",54,0
"kohonen",30,1
"RcmdrPlugin.MAd",58,0
"TSfame",25,0
"cggd",59,0
"dr",29,0
"isotone",59,0
"miscTools",13,0
"scaleboot",45,0
"mapdata",26,0
"robustbase",13,0
"gee",15,0
"clue",35,1
"iCluster",56,0
"robfilter",40,0
"rTOFsPRO",9,0
"tclust",45,0
"RWinEdt",51,0
"gtools",36,1
"SimComp",26,0
"igraph",43,1
"dse1",49,0
"rcdd",51,0
"leiv",62,0
"SiZer",59,0
"operator.tools",62,0
"Reliability",62,0
"OAIHarvester",23,0
"flexCrossHaz",35,0
"quadprog",61,1
"aqp",26,0
"corrperm",26,0
"nsRFA",4,0
"superpc",41,0
"FrF2",16,0
"elrm",36,0
"dlm",29,0
"ascii",23,0
"hbim",28,0
"waterfall",1,0
"XML",42,1
"oro.dicom",49,0
"mblm",16,0
"catR",61,0
"RelativeRisk",64,0
"GeneCycle",35,0
"tikzDevice",5,1
"egonet",3,0
"RcmdrPlugin.steepness",60,0
"RCurl",8,0
"onion",28,0
"Haplin",58,0
"gcmrec",50,0
"AICcmodavg",16,0
"maptools",60,0
"phitest",56,0
"base64",48,0
"ismev",36,0
"crossdes",62,0
"mspath",46,0
"graph",14,1
"sqldf",30,1
"ProfessR",44,0
"foreach",21,0
"alr3",16,0
"rrcov",37,0
"kernelPop",9,0
"TeachingDemos",40,0
"VizCompX",11,0
"CoxBoost",29,0
"BradleyTerry2",26,0
"ensembleBMA",36,0
"pgam",37,0
"RLastFM",34,0
"mgcv",44,1
"RMC",28,0
"Iso",40,0
"anesrake",43,0
"IDPmisc",9,0
"anm",50,0
"intamap",3,0
"RgoogleMaps",4,1
"RxCEcolInf",14,0
"glmmBUGS",25,0
"npRmpi",61,0
"VecStatGraphs2D",6,0
"fit4NM",46,0
"CompetingRiskFrailty",44,0
"HydroMe",13,0
"R.filesets",21,0
"intamapInteractive",8,0
"sdcMicro",4,0
"robust",29,0
"RColorBrewer",57,1
"moments",54,0
"pack",56,0
"polyapost",65,0
"hydrogeo",1,0
"UScensus2000tract",41,0
"CoCoGraph",54,0
"twslm",28,0
"SDisc",21,0
"sna",31,1
"argosfilter",41,0
"coxme",54,0
"hwde",43,0
"R2jags",6,0
"isopam",34,0
"CvM2SL2Test",4,0
"tseriesChaos",59,0
"NORMT3",16,0
"eqtl",5,1
"survey",49,1
"playwith",51,0
"sspir",19,0
"BHH2",34,0
"clusterGeneration",59,0
"SMIR",41,0
"longitudinal",5,1
"impute",3,0
"FinTS",49,0
"tdm",40,0
"FAiR",44,0
"WDI",15,0
"denpro",27,0
"ChainLadder",9,0
"fGarch",50,0
"Icens",60,0
"SNPMaP",61,0
"Rlab",27,0
"sprint",49,0
"prefmod",60,0
"R.huge",47,0
"hergm",21,0
"dse1",6,0
"pathmox",8,0
"R.huge",5,1
"clusterGeneration",58,0
"MTSKNN",41,0
"svDialogs",48,0
"genefu",13,0
"rAverage",55,0
"SwissAir",57,0
"PKgraph",5,1
"hsmm",28,0
"svWidgets",14,0
"loglognorm",42,0
"nlADG",59,0
"HWEBayes",5,1
"exactmaxsel",35,0
"lmPerm",27,0
"FunCluster",16,0
"prim",31,0
"shapefiles",46,0
"logcondens",43,0
"audio",48,0
"entropy",50,0
"mgcv",35,1
"labstatR",65,0
"maptools",14,1
"topicmodels",56,0
"httpRequest",5,1
"fortunes",14,0
"dcemri",58,0
"latentnet",64,0
"rrv",56,0
"rimage",63,0
"GRASS",5,1
"lmomco",35,0
"foreign",55,1
"SimpleTable",6,0
"mrdrc",33,0
"MMG",64,0
"plotSEMM",23,0
"lsa",42,0
"marg",62,0
"stratification",6,0
"NMMAPSlite",4,0
"missMDA",14,0
"qlspack",1,0
"time",37,0
"spgwr",7,0
"mgcv",42,1
"RWeka",55,0
"truncgof",49,0
"pheno",34,0
"DEMEtics",31,0
"NMFN",54,0
"dlmap",46,0
"andrews",47,0
"VecStatGraphs3D",14,0
"aroma.apd",5,1
"relax",57,0
"OPE",4,0
"geofd",57,0
"mprobit",5,1
"edrGraphicalTools",16,0
"sampling",21,0
"MKLE",15,0
"logspline",36,1
"gRc",64,0
"xlsReadWrite",35,0
"emulator",14,0
"Rcgmin",1,0
"SASPECT",33,0
"ccgarch",31,0
"tframe",35,0
"MMST",4,0
"VIM",27,1
"RandVar",54,0
"FieldSim",9,0
"negenes",23,0
"RPMG",41,0
"EMD",6,0
"gibbs.met",31,0
"DeducerExtras",44,0
"prefmod",34,0
"emplik2",60,0
"npmlreg",27,0
"nlt",30,0
"yaImpute",25,0
"psgp",58,0
"CADFtest",27,0
"GeneNet",45,0
"AICcmodavg",56,0
"boot",30,1
"GPArotation",14,1
"hgam",9,0
"mvgraph",25,0
"lmeSplines",64,0
"mapLD",3,0
"NCBI2R",43,0
"DistributionUtils",61,0
"SQLiteMap",48,0
"its",47,0
"longmemo",30,0
"sifds",4,0
"partitions",49,0
"RcmdrPlugin.DoE",54,1
"BGSIMD",51,0
"mclust",35,1
"fitdistrplus",48,0
"cobs99",56,0
"aod",33,0
"ClinicalRobustPriors",15,0
"SuppDists",35,0
"clusterCons",64,0
"gsl",7,0
"bipartite",43,0
"pear",55,0
"fpc",5,1
"dclone",6,0
"qvcalc",48,0
"nonbinROC",27,0
"fpc",36,0
"RankAggreg",4,0
"tmvtnorm",64,0
"SASmixed",49,0
"npRmpi",1,0
"hwde",62,0
"sspline",11,0
"CircNNTSR",6,0
"VIF",9,0
"polynom",50,0
"parser",26,0
"SpherWave",45,0
"sem",58,0
"pgam",30,0
"reporttools",26,0
"denpro",35,0
"lcd",41,0
"spef",15,0
"npmc",43,0
"STAR",37,0
"party",27,1
"sos",26,0
"mixer",8,0
"lmomco",50,0
"MAc",46,0
"randtoolbox",34,0
"expm",64,0
"relax",51,0
"tmvtnorm",7,0
"odfWeave",60,0
"glmmBUGS",7,0
"Rvelslant",7,0
"LogicForest",30,0
"dse",27,0
"sda",8,0
"samplesize",14,0
"pGLS",58,0
"HydroMe",29,0
"R4dfp",33,0
"spatial",28,1
"SMIR",7,0
"integrOmics",23,0
"FGN",13,0
"dyn",27,0
"LDheatmap",13,0
"raster",54,0
"waved",50,0
"mvgraph",27,0
"ltsa",9,0
"jit",49,0
"matlab",64,0
"multilevel",58,0
"R2PPT",64,0
"SASPECT",14,0
"CarbonEL",64,0
"pglm",9,0
"mvtnormpcs",46,0
"fdim",3,0
"twslm",6,0
"RcmdrPlugin.FactoMineR",36,0
"oce",28,0
"pheno",37,0
"optimbase",7,0
"powerMediation",41,0
"soiltexture",55,0
"gclus",19,1
"yacca",19,0
"RcmdrPlugin.DoE",4,0
"GOSim",26,0
"kknn",46,0
"nodeHarvest",26,0
"evaluate",42,0
"IniStatR",63,0
"schoolmath",13,0
"qrnn",43,0
"DOSim",5,1
"frailtypack",15,0
"R.oo",56,0
"waveband",21,0
"FactoMineR",50,0
"dismo",13,0
"JudgeIt",33,0
"cumSeg",16,0
"geoR",16,0
"gsDesign",13,0
"aroma.light",48,1
"vioplot",50,0
"dispmod",50,0
"randomForest",33,0
"hacks",57,0
"seewave",11,0
"stab",44,0
"uniCox",14,0
"ProDenICA",9,0
"emoa",44,0
"Daim",6,0
"Cairo",4,1
"verification",30,0
"caroline",57,0
"memisc",61,1
"mugnet",57,0
"mugnet",49,0
"fpca",23,0
"RBerkeley",58,0
"psych",1,1
"HFWutils",60,0
"timeSeries",30,1
"LoopAnalyst",9,0
"parviol",16,0
"pegas",48,0
"classifly",64,0
"CADFtest",11,0
"rpubchem",3,0
"NCBI2R",30,0
"eigenmodel",60,0
"lmPerm",50,0
"psychometric",57,0
"shapefiles",60,0
"DeducerPlugInExample",51,0
"fOptions",16,0
"AquaEnv",64,0
"countrycode",1,0
"scaRabee",23,0
"digitize",58,0
"cthresh",46,0
"care",13,0
"halp",21,0
"SWordInstaller",51,0
"sphet",60,0
"RLRsim",64,0
"svTools",14,0
"fCertificates",23,0
"RJaCGH",65,0
"RCurl",43,0
"FME",58,0
"phyclust",37,0
"rrules",43,0
"VecStatGraphs3D",50,0
"PSAgraphics",14,0
"mmap",26,0
"BCE",64,0
"fPortfolio",3,0
"FunNet",51,0
"lubridate",37,0
"simecol",1,0
"JOP",44,0
"reshape",7,1
"DiceEval",54,0
"cacher",29,0
"filehashSQLite",15,0
"EMD",33,0
"MBESS",6,0
"rcdk",13,0
"svDialogs",13,0
"regress",54,0
"gld",49,0
"pegas",49,0
"missMDA",54,0
"pomp",3,0
"mixPHM",3,0
"Formula",19,1
"nonbinROC",1,0
"HyperbolicDist",3,0
"pamm",58,0
"rscproxy",4,0
"Deducer",7,1
"geofd",60,0
"xlsxjars",1,0
"elec",55,0
"DAKS",7,0
"ks",28,0
"AICcmodavg",3,0
"relations",37,0
"yhat",31,0
"truncnorm",55,0
"alr3",50,1
"ProfessR",43,0
"steepness",16,0
"GExMap",37,0
"rworldmap",29,0
"aster",47,0
"exactRankTests",26,0
"TSPostgreSQL",44,0
"fNonlinear",46,0
"RcmdrPlugin.Export",3,0
"binarySimCLF",15,0
"pspline",42,0
"trimcluster",15,0
"textcat",63,0
"semPLS",62,0
"fossil",3,0
"RUnit",59,0
"misc3d",31,1
"rmetasim",37,0
"fxregime",30,0
"snow",65,0
"sensR",3,0
"JADE",1,0
"plm",63,1
"penalizedSVM",60,0
"snpXpert",23,0
"vegdata",40,0
"ICEinfer",58,0
"ks",57,0
"gamlss.tr",13,0
"Rsundials",16,0
"mixlow",16,0
"GSM",3,0
"Devore7",46,0
"PBSmapping",37,0
"NMF",16,0
"ca",5,1
"MaXact",16,0
"RLadyBug",30,0
"simctest",56,0
"Kendall",51,0
"brainwaver",5,1
"EVER",50,0
"aws",63,0
"RBloomberg",60,0
"random.polychor.pa",65,0
"mclogit",27,0
"scaleboot",6,0
"fgui",51,0
"nga",30,0
"geneListPie",1,0
"kmi",26,0
"mapdata",33,0
"rootSolve",64,0
"remMap",26,0
"ldbounds",55,0
"fastICA",63,0
"nws",33,0
"Rlab",15,0
"lmomco",63,0
"energy",1,0
"RProtoBuf",57,0
"graph",44,1
"missMDA",50,0
"bethel",51,0
"bitops",26,1
"nFactors",42,0
"Snowball",6,0
"sphet",55,0
"CORElearn",15,0
"ReadImages",43,0
"hyperSpec",44,0
"MADAM",23,0
"IQCC",62,0
"degreenet",55,0
"monreg",16,0
"cggd",57,0
"mtsc",11,0
"rconifers",19,0
"polysat",59,0
"RGtk2DfEdit",9,1
"qtlbook",59,0
"Rwave",58,0
"svcR",42,0
"FunNet",46,0
"acepack",19,1
"VizCompX",5,1
"hyperSpec",9,0
"bclust",57,0
"ftsa",7,0
"egonet",15,0
"gllm",19,0
"sparkTable",57,0
"RNCBIAxis2Libs",61,0
"pscl",14,0
"runjags",30,0
"bbmle",44,0
"isdals",4,0
"jit",7,0
"WilcoxCV",9,0
"hopach",5,1
"condGEE",43,0
"lancet.iraqmortality",46,0
"labstatR",30,0
"bmd",45,0
"plgp",21,0
"multipol",47,0
"nlme",19,1
"flexCrossHaz",1,0
"svcR",9,0
"farmR",60,0
"pvclust",47,0
"feature",56,0
"gclus",34,0
"partDSA",5,1
"svUnit",28,0
"Snowball",5,1
"Lmoments",14,0
"ez",50,0
"ClinicalRobustPriors",35,0
"forensim",54,0
"RobLox",51,0
"foreign",25,1
"nFactors",65,0
"BiodiversityR",36,0
"condGEE",25,0
"ICE",31,0
"nlADG",33,0
"spikeslab",47,0
"pcurve",65,0
"digitize",62,0
"crosshybDetector",27,0
"YourCast",23,0
"crmn",4,0
"WaveCD",33,0
"plotpc",54,0
"LearnEDA",42,0
"rcom",45,0
"powell",33,0
"TRIANGG",33,0
"prim",37,0
"TGUICore",61,0
"rioja",40,0
"sparkTable",9,0
"MultEq",3,0
"pomp",25,0
"ACCLMA",36,0
"mpm",61,0
"adephylo",48,0
"lasso2",25,0
"gsubfn",35,0
"RPMG",28,0
"rattle",54,1
"StMoSim",42,0
"vegetarian",35,0
"fds",43,0
"doMPI",8,0
"predmixcor",28,0
"PCS",64,0
"PSAgraphics",59,0
"Lmoments",42,0
"doBy",48,0
"sphet",62,0
"bootruin",41,0
"sparseLDA",30,0
"sensitivity",41,0
"SyNet",28,0
"RFreak",15,0
"rrp",23,0
"ModelMap",13,0
"repolr",23,0
"TunePareto",9,0
"HaploSim",11,0
"Lmoments",41,0
"gbev",25,0
"unmarked",6,0
"primer",23,0
"flexCrossHaz",29,0
"pspearman",36,0
"splus2R",3,0
"gWidgets",41,1
"dynCorr",34,0
"energy",31,0
"ORMDR",55,0
"mhurdle",43,0
"geosphere",35,0
"bootStepAIC",1,0
"iGenomicViewer",37,0
"MiscPsycho",41,0
"xtable",6,1
"PK",48,0
"doBy",65,0
"abind",40,0
"nleqslv",51,0
"nplplot",29,0
"lmomRFA",61,0
"hmm.discnp",29,0
"CarbonEL",36,0
"robustbase",64,0
"DRI",46,0
"StreamMetabolism",36,0
"rpsychi",26,0
"gbm",49,0
"seqinr",61,0
"qlspack",31,0
"cacheSweave",45,0
"charlson",59,0
"ghyp",9,0
"CarbonEL",60,0
"TRIANG",29,0
"Iso",51,0
"repolr",62,0
"debug",37,0
"exactmaxsel",57,0
"epitools",31,0
"solaR",8,0
"muUtil",35,0
"extRemes",47,0
"normwhn.test",33,0
"FitAR",44,0
"SIN",55,0
"mapReduce",42,0
"rpartOrdinal",33,0
"cubature",35,1
"ICEinfer",23,0
"trio",9,0
"tseriesChaos",8,0
"SNPassoc",47,0
"base",47,1
"kernelPop",61,0
"DTK",56,0
"micEconCES",14,0
"sigma2tools",49,0
"CHsharp",30,0
"Rvmmin",59,0
"censReg",7,0
"smd.and.more",19,0
"compute.es",3,0
"BACCO",33,0
"SampleSizeMeans",30,0
"ZIGP",42,0
"muhaz",28,0
"kzft",21,0
"MADAM",50,0
"atmi",34,0
"RFinanceYJ",33,0
"BARD",11,0
"VGAM",56,0
"Rglpk",41,1
"odfWeave.survey",11,0
"grplasso",47,0
"NMF",62,0
"biOpsGUI",41,0
"sdtalt",35,0
"tseries",46,0
"RSiteSearch",42,0
"pscl",41,1
"geoRglm",34,1
"mapLD",37,0
"CDNmoney",15,0
"amer",60,0
"multicore",62,1
"BioIDMapper",7,0
"lemma",62,0
"diffusionMap",40,0
"climatol",58,0
"FrF2.catlg128",28,0
"MImix",55,0
"distrMod",37,0
"coxme",3,0
"AdaptFit",41,0
"mar1s",50,0
"race",13,0
"scatterplot3d",65,0
"bethel",14,0
"candisc",41,0
"nonrandom",9,0
"marelac",4,0
"mstate",7,0
"fEcofin",63,0
"classInt",28,0
"MCPMod",54,0
"caret",45,0
"financial",29,0
"SHARE",49,0
"proxy",36,0
"mpt",5,1
"exact2x2",29,0
"genoPlotR",1,0
"MAd",13,0
"ismev",21,0
"aspect",11,0
"cghFLasso",30,0
"SPACECAP",46,0
"DCGL",60,0
"RSeqMeth",13,0
"mboost",14,1
"coenoflex",1,0
"RScaLAPACK",7,0
"Bolstad",33,0
"MuMIn",19,0
"RImageJ",8,0
"fechner",31,0
"bootstrap",21,0
"cba",31,1
"fCalendar",29,1
"geozoo",30,0
"bnlearn",41,0
"fds",6,0
"BSagri",64,0
"ctv",13,0
"Rsolnp",9,0
"bark",4,0
"modTempEff",21,0
"svIDE",29,0
"R",45,0
"Unicode",43,0
"taskPR",5,0
"gee",11,0
"foba",40,0
"rpanel",27,1
"aroma.light",49,0
"vegdata",36,0
"MLEcens",11,0
"iGenomicViewer",44,0
"MAclinical",7,0
"rrcov",9,0
"random.polychor.pa",19,0
"pedantics",49,0
"RODBC",54,1
"QTLNetworkR",55,0
"Oncotree",34,0
"simco",8,0
"gsubfn",7,1
"rmeta",56,1
"gibbs.met",26,0
"rqmcmb2",36,0
"SMIR",59,0
"mixtools",26,0
"chemometrics",26,0
"DBI",5,1
"degenes",49,0
"FunCluster",23,0
"rms",21,0
"brainwaver",46,0
"dse1",11,0
"rattle",29,0
"SAPP",58,0
"PBSmodelling",36,0
"spikeslab",40,0
"SoDA",65,1
"boot",55,1
"clinfun",40,0
"RcmdrPlugin.Export",55,0
"Rmpi",11,0
"drm",35,0
"arulesNBMiner",60,0
"mathgraph",26,0
"SNPMaP",54,0
"mratios",33,0
"mvpart",36,0
"bit",54,0
"Brobdingnag",40,0
"bdoc",33,0
"mgcv",56,1
"wccsom",15,0
"formula.tools",26,0
"Oncotree",5,1
"DEMEtics",23,0
"DBI",21,0
"logspline",60,0
"ljr",56,0
"CCMtools",57,0
"RPPanalyzer",62,0
"dichromat",44,0
"svDialogs",57,0
"lattice",51,1
"benchden",26,0
"ArDec",16,0
"RSvgDevice",27,0
"SAPP",9,0
"BayesX",54,0
"dplR",63,0
"MCE",49,0
"pedantics",1,0
"rwt",30,0
"pgs",55,0
"arrayMissPattern",65,0
"MARSS",28,0
"gamlss.nl",19,0
"TRAMPR",4,0
"fOptions",56,0
"dlmap",44,0
"RSurvey",61,0
"adaptTest",33,0
"sigma2tools",61,0
"NMRS",21,0
"optparse",48,0
"emplik",63,0
"rimage",19,0
"SIS",19,0
"mbmdr",1,0
"identity",63,0
"binom",30,0
"scout",37,0
"Metabonomic",58,0
"frontier",35,0
"verification",21,0
"synchronicity",44,0
"lda.cv",7,0
"gaussDiff",47,0
"desire",8,0
"oce",31,0
"vardiag",4,0
"PKmodelFinder",43,0
"msProstate",6,0
"mixtools",64,0
"twslm",21,0
"TreeSim",57,0
"randomLCA",14,0
"DistributionUtils",7,0
"mclust",11,0
"proxy",46,0
"mirf",60,0
"hydrogeo",58,0
"richards",8,0
"SpatialEpi",51,0
"Defaults",41,0
"SQLiteDF",13,0
"LDtests",31,0
"gpls",28,0
"catspec",50,0
"bayesm",41,0
"SOAR",47,0
"mvabund",47,0
"histogram",50,0
"CoCoCg",14,0
"poilog",31,0
"rJava",11,0
"odesolve",36,0
"convexHaz",37,0
"SPACECAP",26,0
"PKtools",48,0
"pGLS",29,0
"tikzDevice",7,0
"HFWutils",31,0
"ROptRegTS",65,0
"REEMtree",27,0
"BradleyTerry",27,0
"zipfR",19,1
"spsurvey",42,0
"blockTools",55,0
"digeR",30,0
"ETC",31,0
"sculpt3d",6,0
"race",4,0
"shapefiles",28,0
"coxme",46,0
"mixtools",31,0
"Kendall",40,0
"pedigreemm",29,0
"IsoGene",6,0
"dynlm",55,0
"mvnormtest",6,0
"dclone",45,0
"CombMSC",27,0
"slam",57,0
"rake",27,0
"Icens",19,0
"diffusionMap",31,0
"fSeries",40,0
"mixreg",61,0
"rstream",3,0
"nlme",31,1
"hexView",43,0
"waveslim",6,0
"bcp",61,0
"R.filesets",57,0
"clinsig",58,0
"waterfall",59,0
"mcsm",23,0
"BLR",31,0
"REEMtree",1,0
"polspline",19,0
"MAd",44,0
"CoCo",58,0
"gee",43,1
"dynamicGraph",7,0
"BayHaz",14,0
"RobRex",62,0
"vegan",26,0
"Deducer",6,1
"ISwR",40,0
"pedigreemm",25,0
"HWEintrinsic",5,1
"fptdApprox",1,0
"shapes",37,0
"setRNG",43,0
"digest",23,1
"MCAPS",58,0
"timeSeries",43,1
"catR",65,0
"segclust",62,0
"LoopAnalyst",54,0
"kmi",42,0
"latdiag",29,0
"ISA",44,0
"mvpart",59,0
"polydect",50,0
"fPortfolio",9,1
"adk",31,0
"hdrcde",35,0
"space",4,0
"SQLiteMap",40,0
"effects",58,0
"RNCBIEUtilsLibs",28,0
"gee",58,0
"dlnm",9,0
"ivivc",28,0
"divagis",19,0
"copas",30,0
"igraph",65,0
